PHL.9.8_1,PHL,Philippines,PHL.9_1,Basilan,NA,Sumisip,NA,NA,Bayan|Munisipyo,Municipality,150705,PH.BS.SM
PHL.9.9_1,PHL,Philippines,PHL.9_1,Basilan,NA,Tipo-Tipo,NA,NA,Bayan|Munisipyo,Municipality,150706,PH.BS.TP
PHL.9.10_1,PHL,Philippines,PHL.9_1,Basilan,NA,Tuburan,NA,NA,Bayan|Munisipyo,Municipality,150707,PH.BS.TB
PHL.9.11_1,PHL,Philippines,PHL.9_1,Basilan,NA,Ungkaya Pukan,NA,NA,Bayan|Munisipyo,Municipality,150711,NA
PHL.10.1_1,PHL,Philippines,PHL.10_1,Bataan,NA,Abucay,NA,NA,Bayan|Munisipyo,Municipality,30801,PH.BA.AU
PHL.10.2_1,PHL,Philippines,PHL.10_1,Bataan,NA,Bagac,NA,NA,Bayan|Munisipyo,Municipality,30802,PH.BA.BG
PHL.10.3_1,PHL,Philippines,PHL.10_1,Bataan,NA,Balanga City,NA,NA,Lungsod|Siyudad,City,30803,PH.BA.BL
PHL.10.4_1,PHL,Philippines,PHL.10_1,Bataan,NA,Dinalupihan,NA,NA,Bayan|Munisipyo,Municipality,30804,PH.BA.DN
PHL.10.5_1,PHL,Philippines,PHL.10_1,Bataan,NA,Hermosa,NA,NA,Bayan|Munisipyo,Municipality,30805,PH.BA.HR
PHL.10.6_1,PHL,Philippines,PHL.10_1,Bataan,NA,Limay,NA,NA,Bayan|Munisipyo,Municipality,30806,PH.BA.LM
PHL.10.7_1,PHL,Philippines,PHL.10_1,Bataan,NA,Mariveles,NA,NA,Bayan|Munisipyo,Municipality,30807,PH.BA.MA
PHL.10.8_1,PHL,Philippines,PHL.10_1,Bataan,NA,Morong,NA,NA,Bayan|Munisipyo,Municipality,30808,PH.BA.MO
PHL.10.9_1,PHL,Philippines,PHL.10_1,Bataan,NA,Orani,NA,NA,Bayan|Munisipyo,Municipality,30809,PH.BA.OA
PHL.10.10_1,PHL,Philippines,PHL.10_1,Bataan,NA,Orion,NA,NA,Bayan|Munisipyo,Municipality,30810,PH.BA.OI
PHL.10.11_1,PHL,Philippines,PHL.10_1,Bataan,NA,Pilar,NA,NA,Bayan|Munisipyo,Municipality,30811,PH.BA.PL
PHL.10.12_1,PHL,Philippines,PHL.10_1,Bataan,NA,Samal,NA,NA,Bayan|Munisipyo,Municipality,30812,PH.BA.SM
PHL.11.1_1,PHL,Philippines,PHL.11_1,Batanes,NA,Basco,NA,NA,Bayan|Munisipyo,Municipality,20901,PH.BN.BS
PHL.11.2_1,PHL,Philippines,PHL.11_1,Batanes,NA,Itbayat,NA,NA,Bayan|Munisipyo,Municipality,20902,PH.BN.IB
PHL.11.3_1,PHL,Philippines,PHL.11_1,Batanes,NA,Ivana,NA,NA,Bayan|Munisipyo,Municipality,20903,PH.BN.IA
